,titles,reviews,date_of_review,date_of_travel,locations,destinations,class,number_of_reviews,ratings
362,"First class service, no matter where you sit","The usual efficiency, punctuality and professionalism form the worlds best airline! Superb service from polite and helpful crew, with great food and drink offers. Duty free prices unbeatable!", Jun 2019,19-Jun,"Cologne, Germany",Frankfurt - Johannesburg,Business Class,13,5
363,Great Flight with Baby and Family,"Was looked after well, however the baby meal is not for babies, more for 2 years and above. but overall it was a nice experience, the LCD touch screens are a bit old and needs to be pressed accurately to work.", Jun 2019,19-May,"Singapore, Singapore",Singapore - Frankfurt,Economy,91,5
364,Unbelievable service from Lufthansa - substitution for United,"United's inefficiency in scheduling a replacement crew (first excuse was a scheduling issue, then it was that the pilot was ill) significantly delayed our nonstop international flight home, which proved to be a bonus to us - because we were reassigned to Swiss Air and then‚", Jun 2019,19-May,"Alexandria, Virginia",Munich - Washington DC,Business Class,106,5
365,Bad cheap airline,"Tarting from the hour lines to check in to Lufthansa business going to the priority security which never heard the world priority going to o the very uncomfortable sits at the business class with narrow bed and no space for the legs or for the traveler staff, going on to the‚", Jun 2019,19-Jun,"Lake Forest, California",Los Angeles - Frankfurt,Business Class,5,1
366,Horrible call centre - never fly again,"My wife had some health issues requiring me to cancel our vacation. I paid the new cancellation fees. Not sure what they‚Äôre being used for, because I‚Äôm still struggling to get an itemized receipt issued so I can make an insurance claim. ", Jun 2019,19-Jun,"Calgary, Canada",Calgary - Munich,Premium Economy,151,1
367,Lufthansa,Flight comfort was quite good. Meals served were also tasty. Cabin crew is polite. I recommend Lufthansa for long distance flights., Jun 2019,19-Mar,"Krakow, Poland",Seoul - Krakow,Economy,884,4
368,Would Fly Again,"We flew on Lufthansa for our honeymoon trip.  The staff is very nice, the food was good, and the in-flight entertainment options were great.  The seats in Economy were good, but a little tight for larger people.  However, if you are towards the rear of the plane, they may run‚", Jun 2019,19-Jun,,Frankfurt - Philadelphia,Economy,21,4
369,THEIR FOODS SUCK!,This was my first time to use this airline since September 2001. I booked the Light Economy so I did not have to check-in my luggage. My flight left IAD and arrived in Athens on time. I checked in on-line and printed my boarding pass at home before leaving for the airport. Note‚, Jun 2019,19-Apr,"Washington DC, District of Columbia",Washington DC - Athens,Economy,"5,208",3
370,"Avoid Lufthansa at all costs, worst service & staff ever",Travelling from Frankfurt to USA via London. At gate this very nasty horrible Lufthansa gate (large blond w glasses) snatches my roll on and insists it must be checked. I explain to her I have a connecting flight to the US. My bag was NOT oversized or overweight. It fit into all‚, Jun 2019,19-Jun,"London, United Kingdom",Frankfurt - London,Economy,226,1
371,Very automated,Did not have any problems with the flight but check in and bag check was a little confusing. I was not used to such an automated check-in/bag drop process. The airport was just about empty in the middle of the day and there was a whole line of kiosks to check in at. It was just‚, Jun 2019,19-Jun,"Columbia, Illinois",Munich - Rome,Economy,270,4
372,Good service and meal on flight from Munich to Montreal!,"The flight was almost full and I was in a middle seat - luckily, the one empty seat was beside me so I had a bit of extra space. The service was very good, and the meals and drink service were good as well. The entertainment system had many shows and movies to keep me‚", Jun 2019,19-Jun,,Munich - Montreal,Economy,2,4
373,Very good,This was the first time that we have used Lufthansa. They were very good to fly with and there were no problems. Would definitely fly with them again., Jun 2019,19-May,,London - Darwin,Business Class,44,5
374,connections in Frankfurt with a star Alliance member,"If you fly from Barcelona to Ljubljana via Frankfurt and you choose Lufthansa and it's partner Adria Airways. You need to know that the two companies are not connected in the same system, eventhouthg they are members of Star Alliance. So that if the flight from Barcelona to‚", Jun 2019,19-Jun,,Barcelona - Ljubljana,Economy,3,2
375,Excellent,"I don‚Äôt normally write reviews, but......  I flew from Frankfurt to Baku and when arriving at my hotel realised I had left my iPad at my seat.  My hotel got in touch with Lufthansa and they found the iPad in Ashgabat and said they would return it to Baku for me to collect on my‚", Jun 2019,19-Jun,Cambridge,Frankfurt - Baku,Economy,5,5
376,Mrs.,"Excellent service, friendly, helpful flight attendants, good meals, hot towels, pillow, blanket provided free of charge. Well organized service to assist senior travellers on long walks.", Jun 2019,19-May,,Vancouver - Rome,Economy,2,5
377,Nice short hop,"To be frank, I was expecting a bus. It was not like that at all. Flight was from memory 90 minutes or so and it was super comfortable and efficient. No seatback entertainment which was perfectly ok for a short flight. Snack and free drink offered mid flight which was unexpected.", Jun 2019,19-May,"Melbourne, Australia",Berlin - Frankfurt,Economy,912,4
378,Business class was a very pleasing expeience,Have flown Lufthansa five or six times from Europe to the US...Sometimes in Premium Economy sometimes in Business.  The flight from Athens to Frankfort in Business class is really only coach with a guaranteed middle seat being unoccupied. Breakfast was OK.  The flight from‚, Jun 2019,19-Jun,"La Habra, California",Athens - Los Angeles,Business Class,226,4
379,Disappointing fall in standards,"Having flown Business Class across quite a few airlines ( including Lufthansa about 2 years ago), I just completed a flight from Mumbai to Detroit with a layover at Frankfurt. The Mumbai -Frankfurt was on a Boeing 747-400, and I had a window seat in the upper deck. The business‚", Jun 2019,19-Jun,"Pune, India",Mumbai - Detroit,Business Class,126,3
380,Never on time,Probably the worst airline in terms of punctuality. Did some 6 flight last year between Frankfurt and Amsterdam. None on time.... no reason provided. , Jun 2019,19-Jun,"Haarlem, The Netherlands",Frankfurt - Amsterdam,Economy,13,1
381,Not as good as last time.,"My past experience with Lufthansa was very good, far above average. This time we checked in on line with my cell phone but made the terrible mistake of going to the ticket counter just to make sure everything was o.k. MISTAKE the girl immediately made us weight our carry on bags‚", Jun 2019,19-Jun,"Sylvania, Alabama",Athens - Atlanta,Economy,13,4
382,Never had a flight company have such a bad f*ck up percentage.,"2 out of 6 of my lufthansa flights past year were very disturbing. One was late and I lost connection for 9hours,airline claimed generic traffic control and denied compensation. Another one they changed the gate without any email warning or even on the monitor at the original‚", Jun 2019,19-Jun,,Frankfurt - Vilnius,Economy,1,1
383,Comfortable return home,"I was not looking forward to a long 8.5-hour flight after a great vacation to Greece, but Lufthansa did everything they could to make it bearable. Updated personal entertainment system with a good movie selection, great service, decent food.", Jun 2019,19-Jun,"Portsmouth, New Hampshire",Munich - Boston,Economy,111,4
384,LUSTHANSA!,"Lufthansa is the worst airline i have ever flown with!  On a recent trip from Mallorca to Munich, Lufthansa did not even have the decency to inform passengers that the flight was cancelled. The boards in the airport said delayed. I have to find out from friends who were waiting‚", Jun 2019,19-May,,Palma de Mallorca - Munich,Economy,1,1
385,Bad Service,"Had several issues on flight. Requested compensation, which they agreed to pay $200 much less than I asked for, but never received a dime from them. I provided every documentation they required but after several emails that kept asking for addition information. I became very‚", Jun 2019,19-Apr,"Placentia, California",Los Angeles - Athens,Premium Economy,1,1
386,FLIGHT CANCELLATION!,"My flight was cancelled when I was about to board it in the afternoon. No explanations were given. We were then diverted to Frankfurt before flying hours later to Florence, only arriving close to midnight.", Jun 2019,19-Apr,"Kuala Lumpur, Malaysia",Vienna - Florence,Economy,36,1
387,Great flight,The plane was delayed due to weather issues in Barcelona however the flight staff made sure we had beverages to enjoy during the hour delay. Once we took off it was a smooth flight and was able to enjoy a cheese sandwich during the flight. , Jun 2019,NA,"Houston, Texas",Munich - Barcelona,Economy,325,5
388,worst inflight service,"flight attendant bumped her cart into my chair while my toddler was trying to sleep, so we both jumped. i looked at the attendant and she met eyes with me, but ignored and walked away. i got her attention, and she responded ""WHAT? IT HAPPENS""", Jun 2019,19-May,,Chicago - Munich,Economy,2,1
