,titles,reviews,date_of_review,date_of_travel,locations,destinations,class,number_of_reviews,ratings
372,Should Have Listened to Reviews,"I have never taken American Airlines. I usually take Southwest or Delta. But I thought the price for this last minute trip was too good to pass up on.  I asked multiple coworkers what they thought of AA, and they all said horrible things. Every single one of them said they getâ", Aug 2019,19-Aug,,Miami - Tampa,Economy,1,1
373,Delay city,"This is not my first time flying with AA, but hopefully will be last. Almost every time I flew with them there was a delay. Today my flight got delayed 3 separated times, for a total of almost 4 hours.", Aug 2019,19-Aug,,San Jose - New Orleans,Economy,1,1
374,All Went Well,Curb side check-in was outstanding. Waiting area was busy as usual. Boarded on time in the 4th group as I am Gold Advantage Member. Once on board there was some kind of issue which delayed us about 20 minutes. This was a new 737-800 with great seats and features. As we are goldâ, Aug 2019,19-Aug,"Scottsdale, Arizona",Miami - Phoenix,Economy,"5,708",4
375,Very convenient flight and everything went smoothly,We flew from Cheyenne to Dallas. The plane was Bombadier smaller but more comfortable than the bigger planes. More leg room. It was much better than flying out of Denver.  They have one terminal and free parking.   The only reason I gave it an 8/10 was I heard from others thatâ, Aug 2019,19-Jun,"Loveland, Colorado",Cheyenne - Dallas,Economy,10,5
376,Canceled flight !!,"AA canceled my flight at the last night, received a text at 5.00am and scrambled to the airport, flew back to london, on their re booking, only to miss the flight, and stayed another night in london and then in Charlotte. barely made our connecting flight.  As a LONG standing AAâ", Aug 2019,19-Aug,"Denver, Colorado",Barcelona - Charlotte,Economy,190,1
377,flew 13 1/2 hours,My wife and I flew from Philly to Hawaii and it was a very easy flight. We did have a 2 hour lay over in Dallas with no problem. Upon return we had yet again another lay over in Dallas and it also had no issues. Dallas is AA main hub and it is nice because all restaurants areâ, Aug 2019,19-Aug,,Philadelphia - Honolulu,Economy,14,5
378,Great no fuss flight,Staff were very friendly and efficient. Check in went smoothly. Free snacks and tea were good. No in-flight entertainment., Aug 2019,19-Aug,"Traralgon, Australia",Los Angeles - New Orleans,Economy,527,4
379,Business clasd,While we arrived later than expected. The staff was friendly and very accommodating.  Ensured you didnâ€™t need anything as well as kept you informed, Aug 2019,19-Aug,"Pottstown, Pennsylvania",Philadelphia - Montego Bay,First Class,9,4
380,Terrible People working for American Airlines,I arrived 1 hour and a half before my flight. The line to get to a machine to check in my bag took about 30 minutes. finally when I got to one they said I was unable to check in my bag or get on the plane. I thought the whole point of the machines was to make things moreâ, Aug 2019,19-Aug,"Burke, Virginia",Washington DC - Los Angeles,Economy,1,1
381,Decent trip,First class round trip had 1 meal? Just due to the times flown but for the price it should have 1 optional meal not just nut or fruit tray. Seating was good and service was excellent.  I am flying again soon but not first class as I would rather save the money for just a niceâ, Aug 2019,NA,"Springfield, Missouri",Saint Louis - Puerto Plata,First Class,680,4
382,"Four legs, two were excellent","Only a bit late, reasonably comfortable by todayâ€™s standards.And the next flight, a hop on American Eagle from Charlotte to Greenville NC was excellent. But going home, Greenville to Charlotte to LaGuardia was a nightmare with long delays, no information, and upon landing at LGAâ", Aug 2019,19-Aug,"New York City, New York",New York City - Charlotte,Premium Economy,206,4
383,Dolphin Swim is worth the price,This trip became a dream vacation. This place is Highly worth seeing. It is fun for all ages. A great place to visit solo or with family, Aug 2019,19-Aug,"Phoenix, Arizona",Phoenix - Grand Cayman,Economy,10,3
384,Delayed flights,Got a call and text flight was delayed  had a connecting flight which made It tougher to change flights  Also had rental car to take back Real nightmare.  Got to airport had to check in inside. Lines out the door Knowing they had delayed flights should have put on extra staffâ, Aug 2019,19-Aug,"Canton, Georgia",San Francisco - Atlanta,Economy,33,4
385,Unfortunetly there were multiple delays.  Usually American is great,"Had a five plus hour delay in Philadelphia, had a connecting flight in Charlotte that was a 3 plus hour delay.  Usually, American is always dialed in.  A bad day, these things happen.", Aug 2019,19-Aug,,Philadelphia - Jacksonville,Economy,85,4
386,Pretty good flight.,"Whenever we have carry on, different agents have different ideas on whatâ€™s acceptable to carry on the plane. Pilot gave us a smooth flight. On the way to my destination the stop we had was delayed, but only by an hour.  Stewards were courteous and friendly.", Aug 2019,19-Aug,"Wantagh, New York",New York City - Corpus Christi,Economy,60,4
387,Never Again,"This is a very old aircraft with no individual air outlets, view screens or power outlets in each seat.  The seats are barely wide enough move your behind and the pitch is so tight that you can't have a drink sitting not he tray table if the seat in front of you is pushed back. â", Aug 2019,19-Aug,SC,Philadelphia - Amsterdam,Economy,46,2
388,Never Again,I have taken 4 flights this trip and BY FAR AMERICAN IS THE NASTIEST AIRLINE. The monitor did not work  and we did not even get safety instructions except in a weird dog and pony show the miserable attendants did by our tow. They were rude and nasty and NOT ONCE DID I get anâ, Aug 2019,19-Aug,"Key West, Florida",Toronto - Miami,Economy,39,2
389,Travelling with 12 school students!,"First time Iâ€™ve flown with American Airlines.  There was good leg room, great choice of entertainment film and series wise.  The Air Stewards were attentive and friendly - all good and would recommend.", Aug 2019,19-Jul,"Oxford, United Kingdom",London - San Jose,Economy,185,4
390,Very efficient boarding and helpful flight attendants,"Everything was handled very well.  The plane was clean, flights were on time even though very full. My only negative was the cabin temperature.  It was very cold.", Aug 2019,19-Aug,"Bluffton, South Carolina",Savannah - Seattle,Premium Economy,6,4
391,American Airlines Customer Service,American Airlines Customer Service â€“ noun: meaning an major airline that forgot what Customer and Service mean!, Aug 2019,19-Aug,"Allentown, Pennsylvania",Allentown - San Francisco,Premium Economy,34,1
392,"Good flight from Bismarck, ND to Dallas/Ft. Worth","Excellent flight - departed on time, not crowded.  Canadair regional jet which has two and two seating - very quiet cabin.", Aug 2019,19-Aug,,Bismarck - Dallas,Economy,55,4
393,International Flight,The flight was very good. It departed late due to a passenger hurting her leg pre boarding. We still arrived at the correct time. The Staff wsa helpful., Aug 2019,19-Aug,,Philadelphia - Dublin,Economy,33,4
394,Round trip to east coast and Europe .,Worse experience that I ever had . Worse customer service ever . Paid extra money for upgraded seats never received due to them cancelling our seats paid for priority boarding never honored . After getting seats that were cancelled by them my wife and I were separated with noâ, Aug 2019,19-Jul,,Phoenix - Chicago,Premium Economy,4,1
395,Very rude customer service,Very rude customer service. I was the first one there at 10 AM my flight was at 2:27 PM I was the first one waiting in line I asked the lady where to wait for American Airlines she told me anywhere between 1 to 4 so I assume that one and two would be first class and three andâ, Aug 2019,19-Aug,"Palm Springs, California",Los Angeles - St Martin / St Maarten,Premium Economy,9,1
396,Team members need to commincate,"Flight attendants need to communicate with each other, instead of chatting about what they did last night after dinner.  My seat was broken, and would not stay in the upright position.  The recline button was missing, because it had been shoved into the arm rest by anotherâ", Aug 2019,19-Aug,"Torrance, California",Savannah - Dallas,Economy,49,3
397,Nothing thrilling or disappointing about it,"It was a short 2.5 to 3 hour flight.  We did have a long delay.  The flight was supposed to leave at 4pm and we didn't leave until 8pm!!!  Then, it took forever to get the passengers onto the plane.  We just wanted to get the flight over with.  The kids were extremely tired byâ", Aug 2019,19-Aug,,Los Angeles - Austin,Economy,339,3
398,Tight Squeeze,"Clean, punctual, and basically comfortable.  Either the seats are getting narrower and shorter, or I am getting bigger.  Or perhaps both!!  Anyway, these bucket seats are oppressively small.", Aug 2019,19-Jul,,New York City - San Antonio,Economy,7,4
399,Good airlines,Good full attention and acomodition with tourist premium and diner all with Boeing 777 300er. Perfect attention stewardess!! Good fligth! Plane ticket with priority. I recommend it. Trusted fligth company. , Aug 2019,NA,,London - Los Angeles,Premium Economy,7,5
400,Very disappointing ,I was booked on a flight from Miami to NEWARK on the 7th of August 2019 for 13.30 flight..I was travelling with my wife.  We checked in between 10.30 am - 11.00 am.we were sitting in the sitting area and around 12 0clock they announced that flight is delayed by 1 hr as weatherâ, Aug 2019,19-Aug,"Mumbai, India",Miami - Newark,Economy,51,1
