,titles,reviews,date_of_review,date_of_travel,locations,destinations,class,number_of_reviews,ratings
363,Not on time,"I choose this airline because no other other airline serve to Yiwu. This thime we got delay quite a long time. Its from 21.50 to 23.40., with change gate at last munite also.  The flight itself quite good. The meal is average.", Apr 2018,18-Mar,"Bandung, Indonesia",Guangzhou - Yiwu,Economy,403,4
364,Just Bad all over the place nightmare !,"Well I dont where to start ..the staff are like a bunch of zombies the plane is always full the seats are too small and very uncomfortable the food is disgusting , take some sandwiches with you on board the plane,or you will starve the 13 hours flight , on board entertainment is‚", Apr 2018,17-Nov,"London, United Kingdom",London - Guangzhou,Economy,203,2
365,No complaints real value for money,"With some degree of trepidation we decided to take advantage of the great value offered. They had the most convenient departure time and a shorter total travel time so win win! The plane too and from Brisbane was a newish A330, comfortable enough for an economy seat and good‚", Apr 2018,18-Mar,"Scarborough, Australia",Brisbane - Kathmandu,Economy,55,4
366,Great airline to Nepal from SF,The flight to Kathmandu from San Francisco was smooth and on time. Food was okay and the service was really good. On my return flight I left a battery bank in my check-in baggage which is my fault. China Southern Airlines held my bag and delivery it to my house the next day., Apr 2018,18-Mar,"San Francisco, California",San Francisco - Kathmandu,Economy,29,4
367,The trip from Hell,"Flight left JFK 1 1/2 hours late on March 3, 2018.  Snow partially to blame.   Deicing plane.  This was a flight that connected thru Guanzhou, China. China Southern had arbitrarily changed our layover time from 3 hours to 1 1/2 hours from our original booking.  Too LITTLE‚", Apr 2018,18-Mar,,New York City - Kuala Lumpur,Economy,28,2
368,Good value,"This was the cheapest airline I could find on this route and it proved a good choice. The plane was late taking off from Sydney, but we made our connection in China without too much trouble. The flight attendants were the most obliging and proactive I have experienced in a long‚", Apr 2018,18-Mar,"Sydney, Australia",Sydney - Kathmandu,Economy,306,4
369,flight delayed and poor info,the flight was delayed from Auckland new Zealand for almost 2 hours because there something wrong with the wing on left side but didn't give us further explanations about what's going on. in the end I called the flight attendant to explain to me what's going on. she said the‚, Apr 2018,NA,"Wellington, New Zealand",Auckland - London,Economy,8,2
370,A good way of getting to Europe,"Chose China Southern for a few reasons - flown on them before and found it fine, luggage allowance (2x 23kg suitcases per person!), free stopover hotel.  Auckland - Guangzhou: definitely worth paying extra to pre book a seat with a bit more leg room. Smaller planes, quite comfy‚", Apr 2018,17-Oct,"Auckland, New Zealand",Auckland - London,Economy,391,4
371,Flying China Southern,"It does not give the option, but we actually flew Primium Economy.  The aircraft was clean and the inflight service was excellent.  Meals were very good and variety was also good, albeit it was always something and rice, but they were very tasty.  Legroom and seat comfort was‚", Apr 2018,18-Feb,"Cairns, Australia",Cairns - Changchun,Economy,19,4
372,Flight change nightmare,Charged $6000 to change flight- you have been warned. There were many empty seats in business class when I boarded the plane.  Obviously they, Apr 2018,18-Apr,,Shanghai - Los Angeles,Business Class,2,1
373,A Joke of an Airline,"I made the mistake of flying with China Southern again despite a horrendous first trip last year. EXACTLY the same problems as before: Impossible to check in online, total disregard of seat allocation by mainly Chinese passengers, truly terrible inflight catering, no wifi for‚", Apr 2018,18-Mar,"Manchester, United Kingdom",Amsterdam - Bangkok,Economy,52,1
374,Great leg room! But watch out for kids!!!,"New plane, good food and very surprised with the legroom in economy. The space you get on their a330-300 aircraft make premium carriers look like they are trying to squeeze you into a hatch back!  Downfall was the inability to sleep due to cabin noise. An overnight flight with a‚", Apr 2018,18-Apr,"Melbourne, Australia",Ganzhou - Melbourne,Economy,7,4
375,Great time for a new Traveler,In the airport in New York And boarding the plane of China South airline The first thing I notice was beautiful women with a lot of make up the  airline stewardess .They were extremely friendly and also willing to help even to lift  heavy bags.Always smiling and giving plenty of‚, Apr 2018,18-Jan,,Raleigh - Bangkok,Economy,9,5
376,Never again ,"Used these airlines for the first and last time. Poor service, seats very very uncomfortable. Think twice before you choose to travel with them.", Apr 2018,18-Mar,,London - Bangkok,Economy,7,1
377,Trip to India with cousins and friends ,Highly recommend the service and passenger friendliness and amenities of this airline.. on route to our final destination Delhi we had taken a 12 hour transit at Guangzhou.. to our surprise we were offered a free transportation from the airport to a hotel and back with each‚, Apr 2018,18-Feb,"South Pasadena, California",Los Angeles - New Delhi,Business Class,19,5
378,Tight on space but great service,"First time on this airline, and flying in Economy class.  The leg room was tight and the seats were in a 3-3 configuration, but I was amazed that they served a complete breakfast meal with a choice of two entrees (omelette or beef noodles) on a 2 hour flight.   The flight‚", Apr 2018,18-Mar,"Atlanta, Georgia",Guangzhou - Manila,Economy,142,4
379,Southern China made traveling experience nothing short of hell.,Southern China made my entire traveling experience nothing short of hell.  1: I traveled from DEL to ICN via CAN in a businesses class. Seats were very comfortable for DEL to CAN leg of journey as opposed to CAN to ICN. There were no veterinarian meal options hence had to‚, Apr 2018,18-Mar,"Mumbai, Maharashtra, India",New Delhi - Seoul,Business Class,3,1
380,You get what you pay,"We were travelling as a family, so i searched for  a cheaper rate from manila to los angeles. As much as we wanted to get korean airlines byt the budget does not fit, so i ended up with  china southern. Flight  attendants  are not that pleasing.. they are a little bit harsh...‚", Apr 2018,17-Dec,"Cagayan de Oro, Philippines",Manila - Los Angeles,Economy,83,3
381,Great service,Cheapest flights available but the service is not cheap. The checkin procedure was flawless and even asked for a seat preference and they gave it to me. The food in the flight was very good, Apr 2018,18-Apr,"Adelaide, Australia",Ho Chi Minh City - Adelaide,Economy,917,5
382,"Chilled Out, Unexpected","My Partner and I flew from Vancouver to Sydney, with a stopover in China. The Economy seating was as expected, however there did seem to be more room than there Sister Company, China Eastern. The Entertainment was actually pretty good! The movie selection was up-to-date, and‚", Apr 2018,17-Sep,"Melbourne, Australia",Vancouver - Sydney,Economy,40,4
383,China Southern Airlines To Vietnam/Hanoi,"I was a bit hesitant about China Southern as I never flew with them before...But they had the best flights and transfers from LA to Hanoi and back to LA from Cambodia.  I was impressed with the equipment, staff, service and comfort...They were on time and helpful in every‚", Apr 2018,18-Mar,"Dana Point, California",Los Angeles - Hanoi,Business Class,18,4
384,Great airline,"This airline has great space for legs..pillow,blanket,inflight media...the flight attendants are very friendly and helpful....smooth flying and great landings...", Apr 2018,18-Mar,"Sydney, Australia",Sydney - New Delhi,Economy,34,5
385,Great inflight service,"We had quite some delays during our trip to Beijng. It already started in Perth so we missed our connection flight in  Guangzhou. Despite this, it doesn‚Äôt always have to be the airlines fault,  I think the crew on board and on the ground did a good job. The service on board was‚", Apr 2018,18-Mar,"Port Kennedy, Australia",Perth - Beijing,Economy,181,4
386,Overall good,"Had a mini cabin to myself which was wonderful. Was very impressed with the movie menu as there was alot of updated new movies, however, I woke up a few times from hearing the crew talking right outside my door. Food was very nice and the setting is also good, however same as‚", Mar 2018,18-Jan,,Guangzhou - Sydney,First Class,13,4
387,Better than my expectations,The livery was not of my preference but the service turned out better than I expected.  Equipment - Airbus A319 for KUL-CAN sector was an insult. But inside there was ample room.  IFE - very poor. Old fashioned monitor screen shared view. And all in Chinese.  Meals/beverage:‚, Mar 2018,18-Mar,"Sao Paulo, SP",Kuala Lumpur - Shenyang,Economy,436,3
